ARGgene	lncRNA	cor	pvalue
ATG4B	AC010969.2	0.351114247772336	1.29861216016616e-05
ATG4D	AC010969.2	0.40842538525615	2.81579888630688e-07
BAG1	AC010969.2	0.349884478111872	1.39897459735914e-05
BAX	AC010969.2	0.45852762302243	5.20911139998644e-09
BCL2	AC010969.2	0.318499220913077	8.44113053789143e-05
BNIP1	AC010969.2	0.324553928032993	6.05822978743386e-05
CAPN10	AC010969.2	0.34884659838577	1.48932888727854e-05
CAPNS1	AC010969.2	0.407821618464966	2.94318204580553e-07
CDKN2A	AC010969.2	0.31557126538199	9.88489189911115e-05
CFLAR	AC010969.2	0.307160669604651	0.000154183658039656
IKBKE	AC010969.2	0.330609314277739	4.31715208795481e-05
ITGA6	AC010969.2	-0.302289946649282	0.000198257002868016
ITGB1	AC010969.2	-0.351541064119614	1.26539757339393e-05
MAP1LC3A	AC010969.2	0.331544850243998	4.09436192737258e-05
MAPK1	AC010969.2	-0.310719048487545	0.000127955313274456
NCKAP1	AC010969.2	-0.312766372627261	0.000114815325245665
NKX2-3	AC010969.2	0.359808752918038	7.60369966110523e-06
PEX14	AC010969.2	0.307916223079716	0.000148227757631456
PRKAB1	AC010969.2	0.45590801853421	6.52328790657155e-09
RAB24	AC010969.2	0.30029278159066	0.000219508512145871
RAC1	AC010969.2	0.420598525581432	1.1324614738295e-07
SPNS1	AC010969.2	-0.308067689670822	0.000147059866204671
TP73	AC010969.2	0.309098945185066	0.000139333383269447
TUSC1	AC010969.2	0.344473992252548	1.93399588654383e-05
WDR45	AC010969.2	0.384579618814636	1.51497869361749e-06
APOL1	AC022034.1	0.341761996980221	2.26977834227494e-05
ARSB	AC022034.1	0.315884949335302	9.71984637465016e-05
BAK1	AC022034.1	0.344761378058947	1.90129700760475e-05
CALCOCO2	AC022034.1	0.389699996517777	1.06724793189263e-06
CANX	AC022034.1	0.373997771237799	3.06749474626351e-06
CASP1	AC022034.1	0.440107235470404	2.43577060239373e-08
CASP8	AC022034.1	0.356147127345644	9.54451556482623e-06
CCL2	AC022034.1	0.301076904503537	0.000210924285578262
CCR2	AC022034.1	0.322863670251615	6.65071707237085e-05
CX3CL1	AC022034.1	0.362345674849519	6.48492014900425e-06
EIF2AK2	AC022034.1	0.301359790848627	0.000207904717864369
RGS19	AC022034.1	0.370242801441933	3.91688283354181e-06
TNFSF10	AC022034.1	0.371704009472468	3.56277562685662e-06
ARNT	AL160006.1	0.307452278889316	0.000151859018566344
ATG2A	AL160006.1	0.354814371462222	1.03606639503816e-05
BECN1	AL160006.1	0.301142218746219	0.00021022351557885
EEF2K	AL160006.1	0.359705838840359	7.65273196123409e-06
ERBB2	AL160006.1	0.379726613290497	2.1001468458873e-06
HDAC6	AL160006.1	0.305429959784743	0.000168676702336378
MAPK8	AL160006.1	0.303352339594736	0.000187747626558945
NFKB1	AL160006.1	0.308771308372444	0.000141746139923711
PARP1	AL160006.1	0.312141718988178	0.000118684495517555
PRKAB1	AL160006.1	0.308817314848877	0.000141405008631561
RAF1	AL160006.1	0.33695539554558	3.00355265051468e-05
TP73	AL160006.1	0.35076072103077	1.32674488651825e-05
TSC1	AL160006.1	0.476583855227378	1.04824194154802e-09
TSC2	AL160006.1	0.341859032855476	2.25687148670888e-05
ATG16L2	AP001330.5	0.554248446997955	3.27219536028368e-13
CANX	AP001330.5	-0.363065544714344	6.19703207099789e-06
PEX3	AP001330.5	0.309908391991159	0.000133535646110711
ULK3	AP001330.5	0.327253915945364	5.21335910243093e-05
ATF4	AL590560.1	0.36807109995603	4.50539636483765e-06
ATG16L2	AL590560.1	0.544109522093088	1.05829379598997e-12
ATG4B	AL590560.1	0.386287708303218	1.34877442956503e-06
ATG4D	AL590560.1	0.300868775954681	0.000213171847041028
CANX	AL590560.1	-0.311129505397642	0.000125213515694308
CAPN10	AL590560.1	0.38433630925866	1.54018268042303e-06
GNAI3	AL590560.1	-0.310653272905235	0.000128399856040034
ITGA3	AL590560.1	-0.308895179521476	0.000140829396303355
RAB24	AL590560.1	0.306748109666097	0.000157529148364173
RB1	AL590560.1	-0.335033993553344	3.35509705542553e-05
ULK3	AL590560.1	0.366336755016501	5.03462108181596e-06
WDR45	AL590560.1	0.44656579314212	1.43309026624316e-08
ATF4	MIR4458HG	0.356540058205166	9.31574335823361e-06
ATG10	MIR4458HG	0.403022017505123	4.17091813616981e-07
ATG5	MIR4458HG	0.381171614294731	1.90657113219637e-06
BID	MIR4458HG	0.52550554042683	8.25577088998358e-12
BIRC5	MIR4458HG	0.439812807183291	2.49473375580241e-08
BNIP1	MIR4458HG	0.387649627903968	1.22884167363593e-06
DDIT3	MIR4458HG	0.33868945662332	2.71630555628013e-05
EIF4G1	MIR4458HG	-0.326052843017176	5.57454913810492e-05
GABARAPL2	MIR4458HG	0.460170927653812	4.51910201119181e-09
PRKCD	MIR4458HG	-0.317766996142319	8.78244290493627e-05
RHEB	MIR4458HG	0.344710901623116	1.90700225557396e-05
ST13	MIR4458HG	0.349186548222879	1.4591444921607e-05
WDR45	MIR4458HG	0.380340614934049	2.01571542874536e-06
ATG10	LINC01980	0.3091296821794	0.00013910900746344
BNIP1	LINC01980	0.405501571030867	3.48581483435354e-07
DDIT3	LINC01980	0.316833443069679	9.2363218954148e-05
EIF4EBP1	LINC01980	0.466284627497035	2.64592542713808e-09
PELP1	LINC01980	0.382742076440377	1.71546487923317e-06
PINK1	LINC01980	-0.310102148720143	0.000132181614028038
WIPI2	LINC01980	0.320821479197372	7.4389219583611e-05
AMBRA1	SNHG19	-0.371950514535901	3.5061166389952e-06
ATF4	SNHG19	0.422017957454565	1.01594972205402e-07
ATG4B	SNHG19	0.358517598761735	8.24095659881403e-06
BAG1	SNHG19	0.311724816826978	0.000121334162748418
BAX	SNHG19	0.426664458940854	7.09575607168832e-08
BECN1	SNHG19	-0.436044341876716	3.38153248667206e-08
BIRC6	SNHG19	-0.336712905338308	3.04592669294596e-05
BNIP1	SNHG19	0.38823833467026	1.1802052023427e-06
CALCOCO2	SNHG19	-0.36687249415309	4.86516098934136e-06
CANX	SNHG19	-0.362848660387814	6.28246851643134e-06
CAPN2	SNHG19	-0.323481211419019	6.42822548420804e-05
CLN3	SNHG19	0.667158207846046	2.80693577610559e-20
DDIT3	SNHG19	0.379582199601577	2.12048783586785e-06
EIF4EBP1	SNHG19	0.570187937786403	4.76155058693239e-14
GNAI3	SNHG19	-0.310502443846	0.000129424674782395
ITGA3	SNHG19	-0.331348416258284	4.14022599840592e-05
ITGB1	SNHG19	-0.411574420086423	2.23236899487748e-07
MLST8	SNHG19	0.337054829171839	2.98633787954128e-05
MTOR	SNHG19	-0.368221835038014	4.46198080860591e-06
NFKB1	SNHG19	-0.311428338729097	0.000123251929234292
PEA15	SNHG19	-0.313223554576088	0.000112058456503732
PELP1	SNHG19	0.650711501474185	4.62599026634978e-19
PINK1	SNHG19	-0.349873894626947	1.39986927262729e-05
RB1	SNHG19	-0.404793379364571	3.66965886141874e-07
SAR1A	SNHG19	0.319519259728177	7.98629494067334e-05
SH3GLB1	SNHG19	-0.340924882516	2.38404658646256e-05
BCL2	AC107959.3	0.328059418126322	4.98354896404252e-05
BNIP3L	AC107959.3	0.403458010922985	4.04180094601536e-07
CAMKK2	AC107959.3	0.308951945799081	0.000140411130471956
DRAM1	AC107959.3	0.474551472720369	1.26145325068634e-09
FAS	AC107959.3	0.332154086725799	3.95513112477254e-05
PARP1	AC107959.3	0.301648918758999	0.000204860081704036
TP73	AC107959.3	0.427240601842596	6.78433613526448e-08
TSC2	AC107959.3	0.452965649166928	8.37973675778171e-09
ITPR1	AL135818.1	0.326691397499904	5.37969900004301e-05
SPHK1	AL135818.1	0.364606055513324	5.62109636282395e-06
SPHK1	MEG3	0.338938101224996	2.67730227504753e-05
WIPI1	MEG3	0.38775674074176	1.21985277414922e-06
ARNT	MIR193BHG	-0.324516768861121	6.07070572529455e-05
ARSB	MIR193BHG	-0.451578234713439	9.42235939762497e-09
ATF6	MIR193BHG	-0.332603932372434	3.85519357075827e-05
BCL2	MIR193BHG	-0.363082559760687	6.19037614467213e-06
BIRC6	MIR193BHG	-0.368290931931862	4.44221198634447e-06
BNIP3	MIR193BHG	0.376145685374211	2.66355274539703e-06
CANX	MIR193BHG	-0.328299392759356	4.91694313876761e-05
CASP3	MIR193BHG	-0.323751845116743	6.33293380916703e-05
CFLAR	MIR193BHG	-0.327208226798608	5.22668755535041e-05
CX3CL1	MIR193BHG	-0.36349808147887	6.02991847758165e-06
CXCR4	MIR193BHG	-0.374470888037788	2.97381533416264e-06
EDEM1	MIR193BHG	-0.385750943871138	1.39903701795336e-06
EEF2	MIR193BHG	-0.316781114393447	9.26240112556932e-05
EIF2AK3	MIR193BHG	-0.451741766839647	9.29326948617983e-09
FAS	MIR193BHG	-0.356963048851895	9.07526821879748e-06
IKBKE	MIR193BHG	-0.34835613508476	1.53391722335436e-05
ITPR1	MIR193BHG	-0.381104872584016	1.91512524333559e-06
KLHL24	MIR193BHG	-0.301457686425164	0.000206869159152605
MAPK8	MIR193BHG	-0.357523761515548	8.76553336864335e-06
MAPK8IP1	MIR193BHG	-0.345892280680394	1.77761365422387e-05
NAF1	MIR193BHG	-0.334736002008045	3.41296475196104e-05
NFKB1	MIR193BHG	-0.390266552555898	1.02629725083921e-06
PARP1	MIR193BHG	-0.447108282552713	1.3699512322068e-08
PIK3C3	MIR193BHG	-0.417035524059568	1.48398444917581e-07
PIK3R4	MIR193BHG	-0.330274764862947	4.39954818828077e-05
PRKAR1A	MIR193BHG	-0.34561985642095	1.80669453704742e-05
PRKCD	MIR193BHG	-0.314179576063221	0.00010649203516914
RAB5A	MIR193BHG	-0.315844662670294	9.74089824806698e-05
RAF1	MIR193BHG	-0.408975921307268	2.704252895554e-07
SIRT1	MIR193BHG	-0.401903285313675	4.52048690553463e-07
SQSTM1	MIR193BHG	-0.30732467853971	0.000152872171220078
TP53	MIR193BHG	-0.354513039992419	1.05541200252272e-05
TSC2	MIR193BHG	-0.31143229336469	0.000123226163673021
ATG7	AC067852.2	0.319666201275585	7.92269535657363e-05
ATIC	AC067852.2	0.303147966850102	0.000189728166022553
BECN1	AC067852.2	0.381486396132252	1.86671370638592e-06
CAMKK2	AC067852.2	0.308471196579431	0.000143990313936309
EEF2	AC067852.2	0.40970263420277	2.56346383187597e-07
ERBB2	AC067852.2	0.373063137860402	3.26085150578596e-06
MTMR14	AC067852.2	0.353488344575732	1.12378299100186e-05
NAF1	AC067852.2	0.300931336932939	0.000212493928155891
NBR1	AC067852.2	0.391687226703184	9.30089714342497e-07
PIK3C3	AC067852.2	0.345534198426351	1.8159306926391e-05
PRKAB1	AC067852.2	0.332876917025162	3.79570895223741e-05
RELA	AC067852.2	0.313412348068603	0.000110938135794108
SPNS1	AC067852.2	0.35385431017966	1.09889792417217e-05
TM9SF1	AC067852.2	0.394778994006488	7.49550345726989e-07
TP53	AC067852.2	0.349099876233633	1.46678485665825e-05
ARSB	SMIM25	0.344561327654011	1.92400318957038e-05
CTSB	SMIM25	0.313131339839366	0.000112609499274599
DAPK1	SMIM25	0.326563050971932	5.41834272772203e-05
FOXO1	SMIM25	0.353689221939801	1.11005850253614e-05
PRKCD	SMIM25	0.309464766025994	0.000136684693751766
RGS19	SMIM25	0.301957991062853	0.000201651288822758
WIPI1	SMIM25	0.342458825105761	2.17861375850153e-05
BAG1	EBLN3P	0.346775698118866	1.68631675113716e-05
BIRC6	EBLN3P	0.352091842608984	1.22372081239641e-05
CALCOCO2	EBLN3P	0.393463779345783	8.21838678351773e-07
CANX	EBLN3P	0.308934659764268	0.000140538374832546
CD46	EBLN3P	0.324043845837279	6.2316036095099e-05
CDKN1B	EBLN3P	0.301111233619906	0.000210555691201572
CHMP2B	EBLN3P	0.32050496700923	7.56863709368876e-05
EIF2AK3	EBLN3P	0.330913503581772	4.24349278890448e-05
ITPR1	EBLN3P	0.308501805151782	0.000143759922204231
KIF5B	EBLN3P	0.349713202857342	1.41351987556998e-05
KLHL24	EBLN3P	0.338933874009129	2.67796094491673e-05
MAPK8	EBLN3P	0.40350036178216	4.02946434605909e-07
MAPK9	EBLN3P	0.312031890264298	0.000119377236024858
NBR1	EBLN3P	0.352391782608434	1.20157331633705e-05
NCKAP1	EBLN3P	0.301040097787401	0.000211320148207292
NPC1	EBLN3P	0.307047993518525	0.000155090729916195
PIK3C3	EBLN3P	0.457558649193946	5.66238305170302e-09
PIK3R4	EBLN3P	0.342616814620156	2.15842953220428e-05
PRKAR1A	EBLN3P	0.380481769602863	1.99676659532745e-06
RAB33B	EBLN3P	0.343360594687926	2.06575077260964e-05
RAB5A	EBLN3P	0.391937123622804	9.14081122707234e-07
RAF1	EBLN3P	0.379315658250307	2.15852344732846e-06
RB1CC1	EBLN3P	0.473902487517146	1.33794168621084e-09
RPS6KB1	EBLN3P	0.318013007209698	8.66635595838687e-05
SIRT1	EBLN3P	0.496318042090927	1.62818058718058e-10
TSC1	EBLN3P	0.350550185691213	1.34377104158825e-05
ULK2	EBLN3P	0.321034561319665	7.35277019352526e-05
ARNT	AL354892.2	0.367900984980235	4.55487476685268e-06
ARSB	AL354892.2	0.343619800769156	2.0343429552577e-05
ATF4	AL354892.2	0.363932369911324	5.8664276701741e-06
ATG10	AL354892.2	0.471716093654433	1.62995596370053e-09
ATG4B	AL354892.2	0.346801996337859	1.68366795527932e-05
ATG4D	AL354892.2	0.588927839015151	4.30684575762925e-15
BAK1	AL354892.2	-0.326912082580225	5.31385666510734e-05
BAX	AL354892.2	0.348837885328742	1.4901102152021e-05
BCL2	AL354892.2	0.523018026033758	1.07640254784017e-11
BID	AL354892.2	0.301895331799318	0.000202298017509786
BNIP3L	AL354892.2	0.40712408705307	3.09720375048714e-07
CAMKK2	AL354892.2	0.359099521044991	7.94773328043614e-06
CAPN10	AL354892.2	0.325860605707072	5.63449227797246e-05
CASP3	AL354892.2	0.47987165387676	7.74931931593402e-10
CASP4	AL354892.2	-0.42315522006983	9.30973854128312e-08
CD46	AL354892.2	0.339812616479413	2.54426840025031e-05
CDKN1A	AL354892.2	-0.324613831759914	6.03816808808645e-05
CDKN1B	AL354892.2	0.533346707445754	3.52672470242483e-12
CDKN2A	AL354892.2	0.457461637758167	5.7097994663174e-09
CX3CL1	AL354892.2	0.30980355701011	0.000134273646048227
CXCR4	AL354892.2	0.518511017332077	1.73126469771874e-11
EEF2	AL354892.2	0.332937402416109	3.78264610509576e-05
EIF2AK3	AL354892.2	0.389344218975818	1.09375394524585e-06
ERBB2	AL354892.2	0.40705006759146	3.11399263479778e-07
FAS	AL354892.2	0.434180343096066	3.9251655838103e-08
GAA	AL354892.2	0.406796527848207	3.1721612352842e-07
GABARAPL1	AL354892.2	0.330401778831766	4.36809364390405e-05
GAPDH	AL354892.2	0.375883932687884	2.70992780163156e-06
HDAC6	AL354892.2	0.421191074585649	1.0823464062933e-07
HSPA8	AL354892.2	-0.30302839954773	0.000190895862996711
IKBKB	AL354892.2	0.421680539121325	1.04255831001032e-07
IKBKE	AL354892.2	0.56551663045592	8.46689088362117e-14
ITGA3	AL354892.2	-0.423597998405526	8.99767444691343e-08
ITGA6	AL354892.2	-0.374024068444366	3.06221508237368e-06
ITGB4	AL354892.2	-0.306291323504251	0.000161312071274013
KLHL24	AL354892.2	0.420522607749262	1.13904058894761e-07
MAP1LC3A	AL354892.2	0.486469360380683	4.18559932872422e-10
MAPK8	AL354892.2	0.478602254018601	8.71129952987546e-10
MAPK8IP1	AL354892.2	0.389638451370847	1.07178895913119e-06
MAPK9	AL354892.2	0.329887719609621	4.49671457356437e-05
MLST8	AL354892.2	0.329196653376737	4.67523102608208e-05
MTMR14	AL354892.2	0.361877691243465	6.67881702860277e-06
NAF1	AL354892.2	0.347451406833074	1.61948969499973e-05
NFE2L2	AL354892.2	0.324537293686236	6.0638116827088e-05
NKX2-3	AL354892.2	0.621057165486772	4.78367864599468e-17
PARP1	AL354892.2	0.610933550304023	2.08706805659792e-16
PELP1	AL354892.2	0.319208374909116	8.12243017317985e-05
PIK3C3	AL354892.2	0.441970248818532	2.09255956476447e-08
PINK1	AL354892.2	-0.349113882550617	1.46554761086837e-05
PRKAB1	AL354892.2	0.515647551429543	2.33304994042657e-11
RAC1	AL354892.2	0.314752629360308	0.00010328034093399
RAF1	AL354892.2	0.411937208720823	2.17311438106514e-07
SIRT1	AL354892.2	0.428807169566565	6.00240570145762e-08
SQSTM1	AL354892.2	0.555906403960183	2.69050704615038e-13
ST13	AL354892.2	0.31662224737439	9.34199848829421e-05
TP53	AL354892.2	0.435805125355689	3.44702426120678e-08
TP73	AL354892.2	0.352086470418505	1.2241209856273e-05
TSC2	AL354892.2	0.426564833456326	7.15097726132993e-08
VAMP3	AL354892.2	-0.313812291843928	0.000108599275104532
ATF4	AC010531.6	0.317576314122889	8.87341970739994e-05
ATG16L2	AC010531.6	0.419388792053896	1.24176098885681e-07
BAX	AC010531.6	0.302122356243147	0.000199963939310678
BIRC5	AC010531.6	0.309664406766981	0.000135259087120954
CANX	AC010531.6	-0.319134691102637	8.15501267609369e-05
CHMP4B	AC010531.6	0.345602420814933	1.80857095071094e-05
CLN3	AC010531.6	0.381396034845103	1.87807337095671e-06
EIF4EBP1	AC010531.6	0.426535888956075	7.1670979065283e-08
GABARAPL2	AC010531.6	0.325231223798412	5.83499942935393e-05
PELP1	AC010531.6	0.45374931433564	7.84084602364335e-09
RB1	AC010531.6	-0.363739775320435	5.93840626118157e-06
WDR45	AC010531.6	0.300118593876113	0.000221458987736877
ATF4	AC009065.8	0.57874071927207	1.62073330267728e-14
ATG16L2	AC009065.8	0.423311348559693	9.19853621387394e-08
ATG4B	AC009065.8	0.524175639130888	9.51639929556503e-12
ATG4D	AC009065.8	0.449802866976177	1.09395445196142e-08
BAX	AC009065.8	0.463990882692128	3.23842474070621e-09
BNIP1	AC009065.8	0.310196403417663	0.000131527571640688
CAPN10	AC009065.8	0.610858396508248	2.10960284282064e-16
CHMP4B	AC009065.8	0.352941058275171	1.16199293037189e-05
CLN3	AC009065.8	0.603089664026716	6.30581855205337e-16
DAPK2	AC009065.8	0.338805266986902	2.69807307995055e-05
GNAI3	AC009065.8	-0.368798305475925	4.29957375072542e-06
HIF1A	AC009065.8	-0.321181900240489	7.29374627290645e-05
ITGA3	AC009065.8	-0.329110181363211	4.69803084366704e-05
ITGA6	AC009065.8	-0.325119085243707	5.87141874170757e-05
ITGB1	AC009065.8	-0.435839157322747	3.43763340085316e-08
MAP1LC3A	AC009065.8	0.310918301723023	0.000126617409432464
MAP2K7	AC009065.8	0.367007123265161	4.82343422381146e-06
MLST8	AC009065.8	0.533474814490399	3.4774224047141e-12
NKX2-3	AC009065.8	0.377708419551992	2.40198287402259e-06
PEA15	AC009065.8	-0.317206665645432	9.05229835045471e-05
PELP1	AC009065.8	0.358585703394243	8.20611819765918e-06
PINK1	AC009065.8	-0.3071506313196	0.000154264267900305
PRKAB1	AC009065.8	0.319260092437929	8.09963378440124e-05
PTEN	AC009065.8	-0.306571147534044	0.000158984767035982
RAB24	AC009065.8	0.428198972717725	6.29512653308854e-08
SH3GLB1	AC009065.8	-0.321344435239304	7.22914937566955e-05
STK11	AC009065.8	0.425856683742584	7.55553472403869e-08
ULK3	AC009065.8	0.402912197812435	4.20405622371527e-07
ZFYVE1	AC009065.8	-0.328708197336414	4.8053972175058e-05
BID	AP002387.1	0.30068643736308	0.000215159173934744
FADD	AP002387.1	0.332882785493815	3.7944397030136e-05
AMBRA1	MAPKAPK5-AS1	-0.341791430694508	2.26585600310561e-05
ATF4	MAPKAPK5-AS1	0.59060260716472	3.44825497955671e-15
ATG10	MAPKAPK5-AS1	0.459945179791752	4.60838820614692e-09
ATG12	MAPKAPK5-AS1	0.398614451106427	5.71747520966432e-07
ATG2B	MAPKAPK5-AS1	-0.325426925706691	5.77194783328959e-05
ATG4B	MAPKAPK5-AS1	0.507131542725566	5.57429526690541e-11
ATG4D	MAPKAPK5-AS1	0.314094023021696	0.000106979444304407
ATG5	MAPKAPK5-AS1	0.389089096147113	1.1131456862545e-06
ATIC	MAPKAPK5-AS1	0.3113061234527	0.000124050678094308
BAG3	MAPKAPK5-AS1	-0.313646566776289	0.000109562788771306
BAX	MAPKAPK5-AS1	0.521240316338776	1.2994020675917e-11
BID	MAPKAPK5-AS1	0.621808232042182	4.27928788277521e-17
BIRC5	MAPKAPK5-AS1	0.619153345728885	6.33639920880373e-17
BIRC6	MAPKAPK5-AS1	-0.336915659423573	3.01045816101628e-05
BNIP1	MAPKAPK5-AS1	0.657305395660576	1.53602993434464e-19
CAPN10	MAPKAPK5-AS1	0.409280007112601	2.6444646224203e-07
CASP3	MAPKAPK5-AS1	0.34083694152903	2.39636018472208e-05
CCR2	MAPKAPK5-AS1	-0.304156703512535	0.00018013797349839
CD46	MAPKAPK5-AS1	0.303675660609391	0.000184653616705256
CLN3	MAPKAPK5-AS1	0.483056225106644	5.7657246257423e-10
DDIT3	MAPKAPK5-AS1	0.442094667066615	2.07137522146947e-08
EIF2AK2	MAPKAPK5-AS1	-0.384182367798631	1.55633467767096e-06
EIF4EBP1	MAPKAPK5-AS1	0.314694164923578	0.000103603814172248
EIF4G1	MAPKAPK5-AS1	-0.420218433078055	1.1657696120738e-07
FOXO3	MAPKAPK5-AS1	-0.339276384839543	2.62508356204676e-05
GABARAPL2	MAPKAPK5-AS1	0.46160942315595	3.98807725336839e-09
HGS	MAPKAPK5-AS1	-0.34982593362204	1.40393043048806e-05
ITGA3	MAPKAPK5-AS1	-0.305963916590243	0.000164075384248091
ITGA6	MAPKAPK5-AS1	-0.304924626562822	0.000173141729322469
MAP1LC3A	MAPKAPK5-AS1	0.367153159311742	4.7785556000118e-06
MLST8	MAPKAPK5-AS1	0.435878063717536	3.42692756097779e-08
MTOR	MAPKAPK5-AS1	-0.427948605586427	6.41956081631213e-08
PELP1	MAPKAPK5-AS1	0.451898136019738	9.17142603481608e-09
PINK1	MAPKAPK5-AS1	-0.464080171245077	3.21314126405691e-09
PRKAB1	MAPKAPK5-AS1	0.454432663203816	7.39828924074744e-09
RAC1	MAPKAPK5-AS1	0.414481212683358	1.79790305772971e-07
RHEB	MAPKAPK5-AS1	0.330315370274069	4.38946936154951e-05
RPTOR	MAPKAPK5-AS1	-0.33482716761422	3.39516223982822e-05
SAR1A	MAPKAPK5-AS1	0.338912433417465	2.68130409103167e-05
WDFY3	MAPKAPK5-AS1	-0.355934806968187	9.67033264678444e-06
WDR45	MAPKAPK5-AS1	0.303588888111255	0.000185479293321579
ZFYVE1	MAPKAPK5-AS1	-0.416213288172903	1.57881429586893e-07
ATF4	OSER1-DT	0.376421258353435	2.61554403608326e-06
ATG10	OSER1-DT	0.40930219598085	2.64015174203233e-07
ATG3	OSER1-DT	0.38420279877664	1.55418176240824e-06
ATG4B	OSER1-DT	0.50536589290977	6.65759384418502e-11
ATG4C	OSER1-DT	0.336398749627348	3.10166021675096e-05
ATG4D	OSER1-DT	0.321786716687788	7.05607248813792e-05
ATG7	OSER1-DT	0.408199677539573	2.86278961497331e-07
BAX	OSER1-DT	0.429073383175685	5.87842660891831e-08
BCL2	OSER1-DT	0.523234734411364	1.05189977399231e-11
BNIP1	OSER1-DT	0.537263051108812	2.28712428238804e-12
CAPNS1	OSER1-DT	0.402267093827432	4.40384910643617e-07
CASP3	OSER1-DT	0.302036560578953	0.000200843060798313
CLN3	OSER1-DT	0.302949642733325	0.00019166865121586
